#字頭	聲母	韻母	陰陽	四聲	小韻	釋義
亭	透	英	陽	平	廷	亭臺高也又亭毒謂化育也
停	透	英	陽	平	廷	停止停頓又怠也定也
婷	透	英	陽	平	廷	娉婷美好也
渟	透	英	陽	平	廷	水止也
瓊	溪	英	陽	平	瓊	赤玉
夐	溪	英	陽	平	瓊	夐絕獨也
睘	溪	英	陽	平	瓊	無依之貌
煢	溪	英	陽	平	瓊	煢獨無所依也又憂也困悴也
嬛	溪	英	陽	平	瓊	無所告之意又音喧輕麗貌
黥	溪	英	陽	平	瓊	墨刑也
鯨	溪	英	陽	平	瓊	大魚
擎	溪	英	陽	平	瓊	拓也又皆高也
檠	溪	英	陽	平	瓊	燈檠
勍	溪	英	陽	平	瓊	彊也
迎	日	英	陽	平	迎	迎接迓也又奉也
仍	日	英	陽	平	迎	因也復也
凝	日	英	陽	平	迎	結也聚也停也定也
陾	日	英	陽	平	迎	築牆聲衆多也
情	清	英	陽	平	情	理也心中也性之所發也
晴	清	英	陽	平	情	雲收雨止而日出也
寧	泥	英	陽	平	寧	安也願也又發語詞
嚀	泥	英	陽	平	寧	叮嚀囑付之意
影	以	英	陰	上	影	形影日影物之陰影也
暎	以	英	陰	上	影	明相照也
映	以	英	陰	上	影	同上【暎】（明相照也）
丙	幫	英	陰	上	丙	干名又光明也
昺	幫	英	陰	上	丙	日光也
炳	幫	英	陰	上	丙	火光也明也
怲	幫	英	陰	上	丙	憂貌
柄	幫	英	陰	上	丙	持也又權柄
迸	幫	英	陰	上	丙	逐也除也
屏	幫	英	陰	上	丙	藩蔽又除也
餅	幫	英	陰	上	丙	粉麵之食
鞞	幫	英	陰	上	丙	刀弰也
箳	幫	英	陰	上	丙	車上竹席也
邴	幫	英	陰	上	丙	宋小邑又姓
摒	幫	英	陰	上	丙	摒除
絅	古	英	陰	上	絅	襌衣也
褧	古	英	陰	上	絅	同上【絅】（襌衣也）
炯	古	英	陰	上	絅	火光也炎爛也
駉	古	英	陰	上	絅	牧馬苑又馬腹脅肥張也
坰	古	英	陰	上	絅	野外曰林林外曰坰
泂	古	英	陰	上	絅	遠水也
迥	古	英	陰	上	絅	別也遠也
檾	古	英	陰	上	絅	檾麻可績爲布者
逞	穿	英	陰	上	逞	矜也誇也成也
郢	穿	英	陰	上	逞	地名
拯	穿	英	陰	上	逞	上舉也援也救也助也
赬	穿	英	陰	上	逞	赤色
蟶	穿	英	陰	上	逞	蚌屬
檉	穿	英	陰	上	逞	河邊柳
警	見	英	陰	上	警	警戒警敕也教也
儆	見	英	陰	上	警	同上【警】（警戒警敕也教也）
景	見	英	陰	上	警	明也光也又仰也慕也象也
璟	見	英	陰	上	警	玉光采也
憬	見	英	陰	上	警	憬然覺悟也
竟	見	英	陰	上	警	究竟畢也終也
境	見	英	陰	上	警	境上界也方也
頸	見	英	陰	上	警	頭頸
頂	端	英	陰	上	頂	頭頂又頂戴承頂
酊	端	英	陰	上	頂	酩酊酒醉貌
鼎	端	英	陰	上	頂	鼎兼又烹之器
町	端	英	陰	上	頂	町疃屋旁隙也
𪔂	端	英	陰	上	頂	同鼎
㫀	端	英	陰	上	頂	同上【𪔂】（同鼎）
省	心	英	陰	上	省	察也審也
醒	心	英	陰	上	省	睡醒醉醒又覺悟也
惺	心	英	陰	上	省	悟也
𢜫	心	英	陰	上	省	同上【惺】（悟也）
井	精	英	陰	上	井	穴地出泉曰井
𨙷	精	英	陰	上	井	地名
頃	曉	英	陰	上	頃	頃刻暫也又田百畝曰頃
請	清	英	陰	上	請	敬請迎請又托也
整	照	英	陰	上	整	修造也齊也葺也理也
酩	明	英	陽	上	酩	酩酊醉貌
茗	明	英	陽	上	酩	荼名
銘	明	英	陽	上	酩	銘刻
瞑	明	英	陽	上	酩	閉目也又眩瞑昏亂也
皿	明	英	陽	上	酩	器皿
挺	透	英	陽	上	挺	直也趨也收也特也
梃	透	英	陽	上	挺	杖也
艇	透	英	陽	上	挺	小舟也
脡	透	英	陽	上	挺	脯也
頲	透	英	陽	上	挺	狹頭又直也
鋌	透	英	陽	上	挺	銅鐵柱也
領	來	英	陽	上	領	頸也又領受統領官領又衣領
嶺	來	英	陽	上	領	高山又路也
袊	來	英	陽	上	領	衣之結構處也
冷	來	英	陽	上	領	寒冷
永	云	英	陽	上	永	長遠也
應	以	英	陰	去	應	對答也
膺	以	英	陰	去	應	以言應人也
正	照	英	陰	去	正	公也當也不邪也
証	照	英	陰	去	正	驗也考也
政	照	英	陰	去	正	國政所以止人之不正也又典法曰政
證	照	英	陰	去	正	驗也質也明也
敬	見	英	陰	去	敬	恭也肅也謹也
鏡	見	英	陰	去	敬	鑑也明也
徑	見	英	陰	去	敬	路之小者又直也
俓	見	英	陰	去	敬	同上【徑】（路之小者又直也）
逕	見	英	陰	去	敬	與徑同又至也過也近也
脛	見	英	陰	去	敬	足骨
并	幫	英	陰	去	并	兼并合也皆也
併	幫	英	陰	去	并	同上【并】（兼并合也皆也）
柄	幫	英	陰	去	并	本也權也柯也
慶	曉	英	陰	去	慶	慶賀吉慶福慶
興	曉	英	陰	去	慶	高興又詩興比賦
罄	曉	英	陰	去	慶	盡也空也
磬	曉	英	陰	去	慶	玉磬樂器也
謦	曉	英	陰	去	慶	謦欬之聲輕曰謦重曰欬
聖	審	英	陰	去	聖	通明也睿也生知安行也
圣	審	英	陰	去	聖	同上【聖】（通明也睿也生知安行也）
勝	審	英	陰	去	聖	負之對也又克也優也過也加也
訂	端	英	陰	去	訂	考也酌議也
𥟐	端	英	陰	去	訂	船器丁同上【訂】（考也酌議也）柁屬石
秤	穿	英	陰	去	秤	所以稱物之輕重也
稱	穿	英	陰	去	秤	度量也快意曰稱意又均等也
聘	滂	英	陰	去	聘	問也召石大夫求獻曰聘婚禮曰聘以幣帛延士人亦曰聘
騁	滂	英	陰	去	聘	馬疾驅曰馳驅
性	心	英	陰	去	性	性靈天所命之理也又性情
姓	心	英	陰	去	性	姓氏
聽	透	英	陰	去	聽	聆也待也又聽從
听	透	英	陰	去	聽	同上【聽】（聆也待也又聽從）
靜	精	英	陽	去	靜	寂也定也
淨	精	英	陽	去	靜	潔淨不污也
靚	精	英	陽	去	靜	女容徐靚粉白黛黑謂之靚粧
靖	精	英	陽	去	靜	安也又謀也理也審也
阱	精	英	陽	去	靜	地坑坎也
穽	精	英	陽	去	靜	同上【阱】（地坑坎也）
穎	云	英	陽	去	穎	穎悟又錐嘴又穎川郡
咏	云	英	陽	去	穎	歌咏長聲也
詠	云	英	陽	去	穎	同上【咏】（歌咏長聲也）
泳	云	英	陽	去	穎	泳游
佞	泥	英	陽	去	佞	利口才也
寗	泥	英	陽	去	佞	姓甯
濘	泥	英	陽	去	佞	泥濘路爛也
盛	審	英	陽	去	盛	豐盛世界平曰盛世
乘	審	英	陽	去	盛	重數也馬四匹曰乘
剩	審	英	陽	去	盛	有餘曰剩
賸	審	英	陽	去	盛	同上【剩】（有餘曰剩）
定	端	英	陽	去	定	安也靜也止也凝也
錠	端	英	陽	去	定	銀成個者曰錠又件也
令	來	英	陽	去	令	善也示也又法令命令使令又邑宰官曰令尹
另	來	英	陽	去	令	別也各也
命	明	英	陽	去	命	命令命運天命之所賦也
𠇮	明	英	陽	去	命	同上【命】（命令命運天命之所賦也）
病	幫	英	陽	去	病	疾也憂也惡也嫌也
並	幫	英	陽	去	病	皆也偶也齊也比也
並	幫	英	陽	去	病	並立
併	幫	英	陽	去	病	合併
并	幫	英	陽	去	病	同上【併】（合併）
競	見	英	陽	去	競	爭競鬪競
勁	見	英	陽	去	競	堅也健也強也
鄭	照	英	陽	去	鄭	國名又鄭重
益	以	英	陰	入	益	增益利益又饒也
臆	以	英	陰	入	益	胸臆
億	以	英	陰	入	益	十萬曰億又意度也
憶	以	英	陰	入	益	思也記念也
檍	以	英	陰	入	益	木名
勅	穿	英	陰	入	勅	天子制書曰勅命
勑	穿	英	陰	入	勅	同上【勅】（天子制書曰勅命）
敕	穿	英	陰	入	勅	同上又戒謹(天子制書曰勅命）
斥	穿	英	陰	入	勅	開拒也又斥逐擯斥又斥候又斥鹵鹹地曰斥鹵
叱	穿	英	陰	入	勅	呵叱怒罵也
螫	穿	英	陰	入	勅	蟲行毒也詩自求辛螫
𪅙	穿	英	陰	入	勅	雞𪅙鳥名
赤	穿	英	陰	入	勅	赤色
即	精	英	陰	入	即	就也山也則也
唧	精	英	陰	入	即	啾唧衆聲又蟲鳴
磧	精	英	陰	入	即	水渚有石者
勣	精	英	陰	入	即	功也勞也
蹟	精	英	陰	入	即	足蹟
跡	精	英	陰	入	即	形跡踪跡
迹	精	英	陰	入	即	同上【跡】（形跡踪跡）
績	精	英	陰	入	即	襞績紡績又功績
稷	精	英	陰	入	即	黍稷社稷又舜臣名
積	精	英	陰	入	即	聚也蓄也累也
謖	精	英	陰	入	即	興起也
脊	精	英	陰	入	即	脊骨
蹐	精	英	陰	入	即	局蹐累足也
瘠	精	英	陰	入	即	人瘦曰瘠
鶺	精	英	陰	入	即	鶺鴒鳥名
畟	精	英	陰	入	即	田器之尖利者
嘖	精	英	陰	入	即	大呼聲
幘	精	英	陰	入	即	巾幘
堲	精	英	陰	入	即	疾也書經堲讒說
闢	滂	英	陰	入	闢	啓闢
辟	滂	英	陰	入	闢	君也法也刑也開廣也文辟除又刑大辟
僻	滂	英	陰	入	闢	偏僻又陋也非也邪也
襞	滂	英	陰	入	闢	襞積衣褶
霹	滂	英	陰	入	闢	霹靂雷聲
癖	滂	英	陰	入	闢	瘕癖腹病也
擗	滂	英	陰	入	闢	拊心也
躃	滂	英	陰	入	闢	足不能行
甓	滂	英	陰	入	闢	瓴甋
息	心	英	陰	入	息	安息端安止息生息太息涓息利息
熄	心	英	陰	入	息	蓄火也又滅火也
悉	心	英	陰	入	息	詳盡也
昔	心	英	陰	入	息	往日也
惜	心	英	陰	入	息	愛也憐也痛也哀嘆也
踖	心	英	陰	入	息	踧踖舉足促狹也
腊	心	英	陰	入	息	乾肉也
蜥	心	英	陰	入	息	蜥蜴
舄	心	英	陰	入	息	復履以木置履下不畏水泥濕者
錫	心	英	陰	入	息	賞賜也
淅	心	英	陰	入	息	汏米也
析	心	英	陰	入	息	分析
晰	心	英	陰	入	息	同上又明也(分析）
皙	心	英	陰	入	息	明皙也
媳	心	英	陰	入	息	媳婦
戚	清	英	陰	入	戚	親戚憂戚又戚戚心動貌
慽	清	英	陰	入	戚	痛慽
鏚	清	英	陰	入	戚	斧也
慼	清	英	陰	入	戚	憂也
匿	泥	英	陰	入	匿	藏也
暱	泥	英	陰	入	匿	相近狎也
昵	泥	英	陰	入	匿	同上【暱】（相近狎也）
尼	泥	英	陰	入	匿	止也沮也
鬩	泥	英	陰	入	匿	兄弟鬩狠曰鬩
柅	泥	英	陰	入	匿	止車之器
惄	泥	英	陰	入	匿	饑意也詩惄如調饑
慝	泥	英	陰	入	匿	惡隱于心
激	見	英	陰	入	激	感激奮激
擊	見	英	陰	入	激	扣也
殛	見	英	陰	入	激	誅也
戟	見	英	陰	入	激	有枝兵也單枝爲弋雙枝爲戟
棘	見	英	陰	入	激	荊棘又小棗叢生
襋	見	英	陰	入	激	衣領
亟	見	英	陰	入	激	急也
㻷	見	英	陰	入	激	縣名
㥛	見	英	陰	入	激	急姓也
隙	古	英	陰	入	隙	罅隙仇隙又孔也
洫	古	英	陰	入	隙	田間水道
郄	古	英	陰	入	隙	與隙同又姓
侐	古	英	陰	入	隙	清靜也
虢	古	英	陰	入	隙	國名
𧈅	古	英	陰	入	隙	恐懼貌又蠅虎
鴃	古	英	陰	入	隙	惡聲之鳥又意決
綌	古	英	陰	入	隙	葛布也麤者曰綌
䦗	古	英	陰	入	隙	寂靜
淢	古	英	陰	入	隙	城下溝渠也
幗	古	英	陰	入	隙	婦人喪服
摑	古	英	陰	入	隙	此打也
蟈	古	英	陰	入	隙	蟲屬
馘	古	英	陰	入	隙	斷首又割左耳
色	審	英	陰	入	色	顔色
飾	審	英	陰	入	色	修飾文飾粉飾
飭	審	英	陰	入	色	致堅也又整備也又修也
適	審	英	陰	入	色	往也安便也自得也偶然也又以女嫁人曰適
識	審	英	陰	入	色	知識見識相識又音志
釋	審	英	陰	入	色	放也解也散也又釋罪又佛氏曰釋教
式	審	英	陰	入	色	則也法度也又在車有所敬則起立憑軾曰式
軾	審	英	陰	入	色	車前橫木可憑者
栻	審	英	陰	入	色	木局也所以推陰陽占吉凶也
拭	審	英	陰	入	色	刷也掃也
嗇	審	英	陰	入	色	慳也吝也
穡	審	英	陰	入	色	稼穡種曰稼斂曰穡
奭	審	英	陰	入	色	盛也赤色也
濇	審	英	陰	入	色	不滑也
襫	審	英	陰	入	色	襏襫蓑衣也
的	端	英	陰	入	的	明也確準也射箭中的
靮	端	英	陰	入	的	羈靮馬韁也
嫡	端	英	陰	入	的	正室曰嫡正室之子亦曰的
滴	端	英	陰	入	的	涓滴水點也
鏑	端	英	陰	入	的	矢之鋒鏃
甋	端	英	陰	入	的	瓴甋瓶屬
蹢	端	英	陰	入	的	獸蹄詩有豕白蹢
忒	透	英	陰	入	忒	差也
惕	透	英	陰	入	忒	憂懼也敬也
裼	透	英	陰	入	忒	袒裼露臂也又裼裘裘在内而衣在外也
剔	透	英	陰	入	忒	挑剔
倜	透	英	陰	入	忒	倜儻不羈貌又高遠貌
逷	透	英	陰	入	忒	遠也
職	照	英	陰	入	職	官職品秩也職任職掌
織	照	英	陰	入	職	扣結布帛之總名
陟	照	英	陰	入	職	升也進也
逼	幫	英	陰	入	逼	驅逼凌逼
迫	幫	英	陰	入	逼	同上【逼】（驅逼凌逼）
偪	幫	英	陰	入	逼	同上【逼】（驅逼凌逼）
煏	幫	英	陰	入	逼	火乾物也
碧	幫	英	陰	入	逼	深青色石之青美者
璧	幫	英	陰	入	逼	圭璧圭銳璧員
壁	幫	英	陰	入	逼	墻壁又軍壘臨危謂之壁又束壁宿名
爍	來	英	陰	入	爍	光明貌
礫	來	英	陰	入	爍	瓦礫
櫟	來	英	陰	入	爍	樗櫟惡木也
轢	來	英	陰	入	爍	轅轢車陵踐也
靂	來	英	陰	入	爍	霹靂雷聲
櫪	來	英	陰	入	爍	牛馬牢
抑	我	英	陰	入	抑	止也過也屈也又轉語詞
鶃	我	英	陰	入	抑	鵝聲
食	審	英	陽	入	食	飲食
蝕	審	英	陽	入	食	日月之相掩曰蝕
亦	以	英	陽	入	亦	又也
奕	以	英	陽	入	亦	大也盛也累也又圍棋也
易	以	英	陽	入	亦	易經又貿易變易交易
蜴	以	英	陽	入	亦	蜥蜴虺蜴
焬	以	英	陽	入	亦	火光也又音羊
弋	以	英	陽	入	亦	以絲擊矢而射
翼	以	英	陽	入	亦	羽翼又輔翼扶也又助也
翌	以	英	陽	入	亦	明日曰翌日
翊	以	英	陽	入	亦	輔也贊也
繹	以	英	陽	入	亦	思也審度也又相續
睪	以	英	陽	入	亦	伺視也
譯	以	英	陽	入	亦	傳夷更之言而轉告之也
驛	以	英	陽	入	亦	驛遞所以傳遞文書
馹	以	英	陽	入	亦	郵馹同上【驛】（驛遞所以傳遞文書）
斁	以	英	陽	入	亦	厭斁
役	以	英	陽	入	亦	徭役使也府吏胥徒皆曰役
懌	以	英	陽	入	亦	悅也
射	以	英	陽	入	亦	無射
力	來	英	陽	入	力	勇力筋力
曆	來	英	陽	入	力	歲時節氣之數也易曰治曆明時
歷	來	英	陽	入	力	歷練經歷
瀝	來	英	陽	入	力	滴水將盡而餘滴也又滲漉去水一
狄	端	英	陽	入	狄	夷狄
荻	端	英	陽	入	狄	蘆荻
逖	端	英	陽	入	狄	疏逖遠也
迪	端	英	陽	入	狄	蹈也進也又循道大啓發也
笛	端	英	陽	入	狄	七孔筩也羌笛三孔
篴	端	英	陽	入	狄	同上【笛】（七孔筩也羌笛三孔）
翟	端	英	陽	入	狄	墨子名又音宅
籊	端	英	陽	入	狄	竹竿長而殺也
糴	端	英	陽	入	狄	買穀米曰糴
滌	端	英	陽	入	狄	洗也除也
敵	端	英	陽	入	狄	對敵但敵抵敵仇敵又事不相上下曰敵手
覿	端	英	陽	入	狄	見也
直	照	英	陽	入	直	正直不偏開也伸也常也但也
值	照	英	陽	入	直	適也遇又音滯
殖	照	英	陽	入	直	貨殖生殖
植	照	英	陽	入	直	立也置也裁也種也
稙	照	英	陽	入	直	早種曰稙
湜	照	英	陽	入	直	水淸見底也
埴	照	英	陽	入	直	土之黏膩者
席	精	英	陽	入	席	几席薦席草席又越席天子之旗
蓆	精	英	陽	入	席	草蓆同上【席】（几席薦席草席又越席天子之旗）
籍	精	英	陽	入	席	書籍典籍又冊籍也
藉	精	英	陽	入	席	賴也借也
夕	精	英	陽	入	席	朝夕
寂	精	英	陽	入	席	寂寞幽靜也
汐	精	英	陽	入	席	潮汐朝曰潮夕曰汐
穸	精	英	陽	入	席	窀穸墓穴幽堂也穸夜也言穴中厚暗如長夜也
逆	日	英	陽	入	逆	拂逆不順也忤逆又反逆亂也
疫	日	英	陽	入	逆	瘟疫
鷊	日	英	陽	入	逆	小鳥
虉	日	英	陽	入	逆	小草有雜色如綬
覓	明	英	陽	入	覓	求也尋索也
羃	明	英	陽	入	覓	古人覆物之器
極	見	英	陽	入	極	至也甚也最也
劇	溪	英	陽	入	劇	雜劇戲劇弄也
屐	溪	英	陽	入	劇	木屐
溺	泥	英	陽	入	溺	沉沒於水曰溺又溺愛又音尿小便也
跖	照	英	陰	入	跖	盜跖秦之大盜
蹠	照	英	陰	入	跖	同上又腳掌也又踐履也(盜跖秦之大盜）
拓	照	英	陰	入	跖	拾也又充拓又托推也斥開也拓落不偶也
隻	照	英	陰	入	跖	件也
炙	照	英	陰	入	跖	燔炙
尺	穿	英	陰	入	尺	十寸曰尺
石	審	英	陽	入	石	沙石又十斗曰石
碩	審	英	陽	入	石	大也
鼫	審	英	陽	入	石	鼠名
賓	幫	賓	陰	平	賓	賓客又蕤賓五月律也
臏	幫	賓	陰	平	賓	刖刑去膝蓋骨又齊將孫臏
濱	幫	賓	陰	平	賓	水邊曰水濱
檳	幫	賓	陰	平	賓	檳榔
繽	幫	賓	陰	平	賓	繽紛
鑌	幫	賓	陰	平	賓	鑌鐵鑌鼠
蠙	幫	賓	陰	平	賓	蠙珠
邠	幫	賓	陰	平	賓	國名
豳	幫	賓	陰	平	賓	國名
犇	幫	賓	陰	平	賓	牛驚走
彬	幫	賓	陰	平	賓	文質適均
斌	幫	賓	陰	平	賓	同上【彬】（文質適均）
贇	幫	賓	陰	平	賓	同上【彬】（文質適均）
奔	幫	賓	陰	平	賓	奔走行之速也
賁	幫	賓	陰	平	賓	孟賁人名
真	照	賓	陰	平	真	實也正也精也純也
珍	照	賓	陰	平	真	寶也重也貴也又珍珠
𤤽	照	賓	陰	平	真	同上【珍】（寶也重也貴也又珍珠）
珎	照	賓	陰	平	真	同上【珍】（寶也重也貴也又珍珠）
身	審	賓	陰	平	身	身體
申	審	賓	陰	平	身	伸也達也舒也又辰名
伸	審	賓	陰	平	身	屈伸直也舒也
紳	審	賓	陰	平	身	大帶也
信	審	賓	陰	平	身	與伸同
呻	審	賓	陰	平	身	呻吟愁嘆之聲
君	古	賓	陰	平	君	尊也主也帝王之稱
軍	古	賓	陰	平	君	兵士
昆	古	賓	陰	平	君	兄弟曰昆弟
崐	古	賓	陰	平	君	崐崘山名
鯤	古	賓	陰	平	君	魚名
焜	古	賓	陰	平	君	焜耀光也
鵾	古	賓	陰	平	君	鳥名
均	古	賓	陰	平	君	平也勻也
筠	古	賓	陰	平	君	竹也
鈞	古	賓	陰	平	君	三十斤也又鈞陶洪也
銁	古	賓	陰	平	君	古文鈞字
琨	古	賓	陰	平	君	玉名
新	心	賓	陰	平	新	始也初也鮮也
薪	心	賓	陰	平	新	柴也
辛	心	賓	陰	平	新	干名又辛苦
莘	心	賓	陰	平	新	地名
詵	心	賓	陰	平	新	衆多疾行貌驟也
侁	心	賓	陰	平	新	行貌
甡	心	賓	陰	平	新	衆多並行貌
根	見	賓	陰	平	根	根木根底
跟	見	賓	陰	平	根	足踵也又跟隨
巾	見	賓	陰	平	根	元酉之服又悅也
斤	見	賓	陰	平	根	十六兩爲斤又斧斤
筋	見	賓	陰	平	根	筋骨
溫	云	賓	陰	平	溫	柔也和也又尋繹也
緼	云	賓	陰	平	溫	絪緼氣之交密也
煴	云	賓	陰	平	溫	火氣鬱也
瘟	云	賓	陰	平	溫	瘟疫病
氳	云	賓	陰	平	溫	與緼同
鰛	云	賓	陰	平	溫	魚名
勳	非	賓	陰	平	勳	功勞也
勛	非	賓	陰	平	勳	同上【勳】（功勞也）
熏	非	賓	陰	平	勳	烟也又熱氣蒸也
薰	非	賓	陰	平	勳	香草
獯	非	賓	陰	平	勳	獯鬻狄人號也
纁	非	賓	陰	平	勳	淡紅色也
昏	非	賓	陰	平	勳	日暮也暗也昧也
惛	非	賓	陰	平	勳	心不明也
緍	非	賓	陰	平	勳	錢貫
婚	非	賓	陰	平	勳	婚姻
涽	非	賓	陰	平	勳	齊涽王
閽	非	賓	陰	平	勳	閽人守門之役
焄	非	賓	陰	平	勳	香氣也禮云焄蒿悽愴
坤	非	賓	陰	平	勳	乾坤
髡	非	賓	陰	平	勳	剃髮也又姓
葷	非	賓	陰	平	勳	臭草又不食齋曰葷
分	非	賓	陰	平	勳	分別分離
枌	非	賓	陰	平	勳	枌榆木名
紛	非	賓	陰	平	勳	紛紜雜也衆也亂也
棼	非	賓	陰	平	勳	同上【紛】（紛紜雜也衆也亂也）
曛	非	賓	陰	平	勳	日沒曰曛
吩	非	賓	陰	平	勳	吩咐
氛	非	賓	陰	平	勳	沃氛
雰	非	賓	陰	平	勳	下雲貌
醺	非	賓	陰	平	勳	微醉也
臐	非	賓	陰	平	勳	羊羹也
餴	非	賓	陰	平	勳	蒸熟米以水沃之乃再蒸也
因	以	賓	陰	平	因	依也由也
恩	以	賓	陰	平	因	惠也澤也愛也
絪	以	賓	陰	平	因	絪緼交密之氣
氤	以	賓	陰	平	因	同上【絪】（絪緼交密之氣）
姻	以	賓	陰	平	因	婚姻
裀	以	賓	陰	平	因	裀褥
駰	以	賓	陰	平	因	白馬雜毛曰駰
茵	以	賓	陰	平	因	草生氊也
殷	以	賓	陰	平	因	國名又殷盛也
慇	以	賓	陰	平	因	慇懃
禋	以	賓	陰	平	因	精意以享祀曰禋
湮	以	賓	陰	平	因	沒也沉也
堙	以	賓	陰	平	因	塞也又土山也
甄	以	賓	陰	平	因	甄陶察也又明也
闉	以	賓	陰	平	因	曲城也
欣	以	賓	陰	平	因	歡喜也
忻	以	賓	陰	平	因	同上也(歡喜也）
訢	以	賓	陰	平	因	悅也
昕	以	賓	陰	平	因	旦之明也
嗔	穿	賓	陰	平	嗔	怒也
瞋	穿	賓	陰	平	嗔	怒而張目也
親	清	賓	陰	平	親	愛也近也姻也眷也
吞	透	賓	陰	平	吞	咽下也
𡏒	端	賓	陰	平	𡏒	底真切水𡏒
辰	審	賓	陽	平	辰	星辰又時也又支名
晨	審	賓	陽	平	辰	早晨
宸	審	賓	陽	平	辰	居宇也帝居曰宸
神	審	賓	陽	平	辰	鬼神陽之靈也又情也
臣	審	賓	陽	平	辰	君臣
文	明	賓	陽	平	文	文章文詞文采
旻	明	賓	陽	平	文	旻天仁覆憫下曰旻天
紋	明	賓	陽	平	文	織紋也凡錦綺嘯之文皆曰文
蚊	明	賓	陽	平	文	蚊蟲
聞	明	賓	陽	平	文	耳聞又聞譽
閩	明	賓	陽	平	文	地名
民	明	賓	陽	平	文	百民
氓	明	賓	陽	平	文	遊氓
甿	明	賓	陽	平	文	同上【氓】（遊氓）
饅	明	賓	陽	平	文	饅頭以麵爲之
珉	明	賓	陽	平	文	石似玉
岷	明	賓	陽	平	文	岷山
雲	云	賓	陽	平	雲	風雲
云	云	賓	陽	平	雲	古雲字又云云衆語也
